chrI	0	10140
chrI	132581	148739
chrI	218133	244571
chrI	484455	503646
chrI	611099	627463
chrI	638442	649865
chrI	660935	680003
chrI	900307	923214
chrI	923481	944638
chrI	1111277	1133710
chrI	1445273	1463294
chrI	2034491	2069370
chrI	3161722	3181915
chrI	3381516	3401760
chrI	4453432	4471567
chrI	4532153	4557642
chrI	5143110	5162949
chrI	10936092	10962991
chrI	11013493	11033976
chrI	11050768	11077671
chrI	11139829	11160009
chrI	11228757	11264270
chrI	11297559	11315553
chrI	11430024	11455798
chrI	11485804	11497775
chrI	11631998	11646953
chrI	11649790	11661126
chrI	11759717	11777537
chrI	12268028	12282594
chrI	12290257	12314908
chrI	12341502	12364491
chrI	12420308	12432694
chrI	12444392	12479389
chrI	12497100	12507351
chrI	12576325	12598352
chrI	12626256	12640505
chrI	13059927	13080080
chrI	13199618	13220884
chrI	13635920	13646554
chrI	13708039	13726581
chrI	13737553	13749853
chrI	13778642	13788998
chrI	13896234	13941444
chrI	13951054	13974511
chrI	13980220	14001386
chrI	14037167	14058893
chrI	14149650	14163610
chrI	14284379	14302994
chrI	14323967	14347321
chrI	14444541	14457118
chrI	14849086	14869157
chrI	14876295	14901423
chrI	15050362	15082246
chrII	685494	707239
chrII	843346	875994
chrII	987200	1024957
chrII	1025024	1048268
chrII	1119858	1135116
chrII	1252201	1266445
chrII	1324196	1338840
chrII	1343300	1362999
chrII	1385484	1406331
chrII	1439649	1477937
chrII	1551529	1658244
chrII	1683163	1702858
chrII	1719217	1881130
chrII	1883188	2056740
chrII	2064113	2080851
chrII	2117366	2135529
chrII	2146373	2191810
chrII	2244521	2255094
chrII	2257221	2299230
chrII	2351201	2369714
chrII	2374838	2400586
chrII	2502951	2528579
chrII	2531850	2545753
chrII	2545873	2567228
chrII	2585158	2608240
chrII	2652939	2671083
chrII	2696687	2710819
chrII	2840737	2851755
chrII	2990966	3009858
chrII	3030334	3059626
chrII	3144439	3158462
chrII	3164654	3183959
chrII	3187596	3202815
chrII	3280697	3310352
chrII	3453666	3479651
chrII	3786845	3806913
chrII	4049138	4060317
chrII	5135548	5155496
chrII	6497880	6516805
chrII	8277802	8302536
chrII	12833861	12855543
chrII	13244471	13261674
chrII	13502723	13521474
chrII	13975397	13996355
chrII	14314584	14348872
chrII	15278566	15289162
chrIII	146036	187762
chrIII	288033	306838
chrIII	309937	325117
chrIII	384852	407646
chrIII	498688	523663
chrIII	921378	941616
chrIII	957434	980017
chrIII	1030715	1042892
chrIII	1063620	1077191
chrIII	1079541	1100691
chrIII	1156302	1193683
chrIII	1242703	1271055
chrIII	1289761	1312845
chrIII	1343422	1369831
chrIII	1372282	1395764
chrIII	1396294	1406333
chrIII	1428665	1440553
chrIII	1467830	1481601
chrIII	1493015	1515004
chrIII	1675610	1696925
chrIII	1701917	1730056
chrIII	1831643	1858045
chrIII	1873784	1908068
chrIII	1956046	1991567
chrIII	1998951	2018595
chrIII	2028610	2065047
chrIII	2073296	2094147
chrIII	2102978	2129150
chrIII	2193308	2228636
chrIII	2234585	2260022
chrIII	2437231	2474150
chrIII	2487749	2511455
chrIII	2658721	2683347
chrIII	2886219	2907908
chrIII	2918404	2950442
chrIII	3324990	3346235
chrIII	3436912	3456629
chrIII	6563743	6578097
chrIII	7434547	7457843
chrIII	7586092	7604847
chrIII	10215234	10235018
chrIII	11583846	11619143
chrIII	13224789	13246828
chrIII	13577757	13606092
chrIII	13780987	13793589
chrIV	904507	928976
chrIV	1418478	1441885
chrIV	1545272	1571932
chrIV	1973162	1989636
chrIV	2392558	2404269
chrIV	2477606	2500076
chrIV	2818913	2840578
chrIV	2896980	2919550
chrIV	3196681	3219129
chrIV	4122349	4142849
chrIV	5681284	5701377
chrIV	8563109	8591024
chrIV	9037412	9058317
chrIV	11060934	11085157
chrIV	13351083	13371294
chrIV	13539437	13559502
chrIV	14198718	14223558
chrIV	15179571	15199020
chrIV	15399449	15419525
